Station: Z�rich-Kaserne
Urban
Hourly means, PREC: Hourly sums
CET, ending time
Source: NABEL/MeteoSchweiz
Date/time;O3 [痢/m設;NO2 [痢/m設;SO2 [痢/m設;CO [mg/m設;PM10 [痢/m設;NMVOC [ppm];EC [痢/m設;TEMP [蚓];PREC [mm];RAD [W/m淫
18.10.2013 09:00;4.1;55.2;4.8;0.60;33.1;0.3;2.9;9.6;0.0;244.6
18.10.2013 10:00;6.2;52.5;3.6;0.50;31.4;0.3;2.5;10.6;0.0;351.9
18.10.2013 11:00;10.6;35.2;2.1;0.40;30.6;0.1;1.7;10.6;0.0;474.4
18.10.2013 12:00;19.4;29.9;2.9;0.30;22.3;0.1;1.2;13.0;0.0;528.1
18.10.2013 13:00;37.4;26.4;2.8;0.20;15.4;0.1;0.9;15.2;0.0;533.5
18.10.2013 14:00;40.2;28.0;2.1;0.20;16.1;0.1;0.8;16.1;0.0;428.1
18.10.2013 15:00;44.7;24.6;1.3;0.20;17.2;0.0;0.7;16.6;0.0;362.5
18.10.2013 16:00;50.3;23.0;0.9;0.20;15.6;0.0;0.6;16.1;0.0;144.9
18.10.2013 17:00;44.5;27.5;1.0;0.20;17.8;0.1;0.7;15.5;0.0;58.6
18.10.2013 18:00;34.5;34.6;1.2;0.20;12.9;0.1;0.7;15.1;0.0;2.2
18.10.2013 19:00;10.7;58.3;1.9;0.40;11.3;0.1;1.3;14.6;0.0;-2.7
18.10.2013 20:00;1.8;70.4;2.6;0.40;15.2;0.1;1.7;13.9;0.0;-2.8
18.10.2013 21:00;2.1;62.8;2.4;0.40;16.7;0.1;1.6;13.2;0.0;-2.5
18.10.2013 22:00;3.0;56.7;2.2;0.40;18.9;0.1;1.7;12.9;0.0;-2.6
18.10.2013 23:00;5.2;47.0;1.5;0.40;19.6;0.1;1.4;12.4;0.0;-2.6
19.10.2013 00:00;1.4;50.3;1.5;0.40;20.0;0.2;1.6;11.9;0.0;-2.9
19.10.2013 01:00;1.2;46.3;1.2;0.40;20.2;0.2;1.7;10.8;0.0;-2.9
19.10.2013 02:00;0.9;37.4;1.1;0.40;19.1;0.2;1.3;10.3;0.0;-2.9
19.10.2013 03:00;0.9;31.7;0.9;0.30;14.3;0.1;1.0;9.9;0.0;-2.6
19.10.2013 04:00;0.9;33.9;1.3;0.40;14.3;0.2;1.3;9.6;0.0;-2.5
19.10.2013 05:00;0.8;32.8;1.3;0.30;15.3;0.1;1.4;9.7;0.0;-1.2
19.10.2013 06:00;0.8;32.6;1.6;0.30;16.3;0.1;1.5;9.8;0.0;-1.8
19.10.2013 07:00;0.9;28.7;1.0;0.30;17.5;0.1;1.1;10.3;0.0;0.2
19.10.2013 08:00;4.9;24.1;1.2;0.20;20.2;0.1;0.9;10.9;0.0;86.8
19.10.2013 09:00;10.3;24.6;1.8;0.30;15.2;0.1;1.0;11.0;0.0;143.8
19.10.2013 10:00;6.6;33.7;2.2;0.50;22.6;0.2;2.0;11.4;0.0;320.1
19.10.2013 11:00;9.2;37.4;2.4;0.50;29.7;0.2;2.1;12.1;0.0;427.3
19.10.2013 12:00;14.7;37.5;3.5;0.40;28.3;0.2;1.8;14.3;0.0;513.5
19.10.2013 13:00;17.8;33.2;3.6;0.40;25.0;0.1;1.7;16.7;0.0;515.0
19.10.2013 14:00;39.7;25.6;2.3;0.30;20.7;0.1;1.1;19.0;0.0;473.2
19.10.2013 15:00;56.6;16.3;1.4;0.20;10.8;0.1;0.7;19.8;0.0;369.7
19.10.2013 16:00;45.2;27.2;1.6;0.30;14.2;0.1;0.9;19.6;0.0;200.7
19.10.2013 17:00;38.0;32.0;1.7;0.30;15.6;0.1;1.1;19.1;0.0;97.7
19.10.2013 18:00;9.2;60.2;1.8;0.60;17.9;0.1;1.4;17.4;0.0;2.3
19.10.2013 19:00;7.1;56.3;1.5;0.40;17.8;0.1;1.3;16.9;0.0;-2.7
19.10.2013 20:00;17.0;45.4;1.4;0.40;15.9;0.1;1.1;16.6;0.0;-2.5
19.10.2013 21:00;17.5;40.3;1.3;0.40;15.3;0.1;1.1;15.9;0.0;-2.4
19.10.2013 22:00;21.8;33.9;1.3;0.30;15.1;0.1;1.0;15.8;0.0;-2.1
19.10.2013 23:00;23.6;30.7;1.1;0.30;14.2;0.1;0.9;15.7;0.0;-2.2
20.10.2013 00:00;26.7;28.3;1.1;0.20;13.5;0.1;0.9;15.8;0.0;-2.5
20.10.2013 01:00;21.8;29.2;1.0;0.30;13.0;0.1;0.8;15.2;0.0;-2.7
20.10.2013 02:00;27.2;23.9;1.0;0.20;11.9;0.1;0.7;15.3;0.0;-2.2
20.10.2013 03:00;27.9;21.2;0.9;0.20;13.8;0.1;0.6;14.9;0.0;-2.1
20.10.2013 04:00;28.3;21.3;1.0;0.20;11.0;0.1;0.5;14.8;0.0;-1.6
20.10.2013 05:00;30.5;18.0;1.1;0.20;10.5;0.1;0.5;14.8;0.0;-1.6
20.10.2013 06:00;28.5;19.2;1.2;0.20;8.7;0.0;0.5;14.6;0.0;-2.1
20.10.2013 07:00;23.1;23.0;1.5;0.20;9.5;0.1;0.6;14.1;0.0;-1.1
20.10.2013 08:00;4.7;34.0;2.3;0.30;13.1;0.2;1.0;13.7;0.0;29.6
20.10.2013 09:00;13.9;29.4;3.4;0.30;17.2;0.1;0.8;14.3;0.0;168.4
20.10.2013 10:00;27.8;22.8;2.9;0.20;13.7;0.1;0.5;15.3;0.0;152.7
20.10.2013 11:00;27.0;26.9;2.7;0.20;8.7;0.1;0.7;16.3;0.0;164.5
20.10.2013 12:00;15.0;31.5;2.6;0.30;13.1;0.1;1.3;15.9;0.0;131.8
20.10.2013 13:00;20.2;30.8;2.3;0.30;18.2;0.1;1.1;16.5;0.0;91.2
20.10.2013 14:00;49.9;14.1;1.3;0.20;13.6;0.0;0.6;16.7;0.4;60.9
20.10.2013 15:00;46.8;15.2;0.9;0.20;9.7;0.0;0.5;15.9;1.0;41.3
20.10.2013 16:00;59.0;11.6;0.7;0.20;6.4;0.0;0.3;15.8;0.5;31.3
20.10.2013 17:00;47.7;23.0;0.7;0.20;3.4;0.0;0.5;15.5;0.3;17.3
20.10.2013 18:00;24.0;40.4;1.0;0.30;9.2;0.1;0.9;15.4;0.0;2.0
20.10.2013 19:00;16.7;43.4;1.0;0.30;9.8;0.1;1.1;15.3;0.0;-1.1
20.10.2013 20:00;32.9;24.3;0.9;0.20;11.2;0.0;0.6;15.1;0.0;-1.2
20.10.2013 21:00;10.1;40.0;0.9;0.30;10.7;0.1;0.9;14.8;0.0;-1.7
20.10.2013 22:00;15.0;33.6;1.0;0.30;13.5;0.1;0.7;14.4;0.0;-2.2
20.10.2013 23:00;3.4;42.3;1.0;0.40;13.5;0.1;1.0;14.0;0.0;-2.3
21.10.2013 00:00;8.9;38.1;1.0;0.40;14.5;0.1;1.0;14.0;0.0;-1.5
21.10.2013 01:00;31.1;18.1;0.7;0.20;11.2;0.0;0.4;13.6;0.0;-2.6
21.10.2013 02:00;28.2;16.1;0.6;0.20;8.2;0.0;0.4;13.5;0.0;-2.5
21.10.2013 03:00;26.7;12.3;0.5;0.20;10.9;0.0;0.4;13.6;0.0;-2.3
21.10.2013 04:00;25.7;14.6;0.6;0.20;10.5;0.0;0.4;13.8;0.5;-2.3
21.10.2013 05:00;23.8;14.6;0.5;0.20;9.8;0.0;0.4;13.6;0.3;-2.4
21.10.2013 06:00;20.1;21.0;0.6;0.20;10.5;0.0;0.5;13.4;0.0;-2.7
21.10.2013 07:00;7.1;33.1;0.7;0.20;9.1;0.1;0.8;13.4;0.0;-1.6
21.10.2013 08:00;5.6;38.7;0.8;0.30;10.0;0.1;0.9;13.4;0.0;26.4
21.10.2013 09:00;6.5;37.5;1.2;0.30;12.9;0.1;1.2;13.6;0.0;70.6
21.10.2013 10:00;6.6;41.8;1.4;0.30;14.8;0.1;1.1;14.1;0.0;93.5
21.10.2013 11:00;8.3;50.6;2.2;0.40;18.5;0.2;1.7;15.0;0.0;218.6
21.10.2013 12:00;10.6;54.3;3.5;0.40;23.7;0.2;2.4;16.2;0.0;470.8
21.10.2013 13:00;18.5;45.9;3.4;0.30;17.7;0.1;1.6;17.9;0.0;463.6
21.10.2013 14:00;21.6;34.3;2.3;0.30;16.9;0.1;1.4;18.5;0.0;403.6
21.10.2013 15:00;25.4;36.2;1.8;0.20;21.0;0.1;1.1;18.5;0.0;288.9
21.10.2013 16:00;33.1;34.4;1.6;0.20;18.8;0.1;0.9;19.0;0.0;205.6
21.10.2013 17:00;21.1;40.2;1.2;0.30;13.9;0.1;1.2;18.9;0.0;54.5
21.10.2013 18:00;5.9;54.1;1.2;0.50;18.4;0.1;1.6;17.7;0.0;3.7
21.10.2013 19:00;1.0;47.6;1.1;0.40;18.5;0.1;1.7;16.3;0.0;-2.8
21.10.2013 20:00;1.6;42.8;1.0;0.40;18.5;0.1;1.5;15.6;0.0;-2.8
21.10.2013 21:00;1.5;38.4;1.0;0.30;18.9;0.1;1.3;15.0;0.0;-2.6
21.10.2013 22:00;0.9;38.6;1.1;0.40;17.5;0.1;1.6;14.8;0.0;-2.3
21.10.2013 23:00;1.1;35.6;1.3;0.50;19.4;0.2;1.7;14.3;0.0;-2.4
22.10.2013 00:00;1.4;41.5;1.5;0.50;20.6;0.2;2.0;14.0;0.0;-2.3
22.10.2013 01:00;1.2;34.8;1.3;0.40;19.1;0.2;1.8;13.7;0.0;-2.2
22.10.2013 02:00;1.4;34.0;1.5;0.50;17.6;0.2;2.0;13.4;0.0;-2.3
22.10.2013 03:00;1.1;35.0;1.1;0.40;18.9;0.2;1.7;13.2;0.0;-2.0
22.10.2013 04:00;0.7;26.3;1.1;0.40;20.6;0.2;1.6;13.0;0.0;-1.2
22.10.2013 05:00;0.6;26.0;1.0;0.40;19.7;0.1;1.4;13.1;0.0;-0.7
22.10.2013 06:00;0.7;29.7;1.1;0.40;19.4;0.2;2.8;13.0;0.0;-0.6
22.10.2013 07:00;0.7;32.9;1.2;0.40;26.3;0.2;2.4;13.2;0.0;-0.4
22.10.2013 08:00;1.3;34.4;1.0;0.40;25.0;0.1;1.7;12.9;0.0;26.0
22.10.2013 09:00;2.4;39.3;1.3;0.50;21.6;0.2;2.0;12.9;0.0;95.9
22.10.2013 10:00;2.6;39.7;1.5;0.50;28.9;0.2;2.6;12.9;0.0;100.4
22.10.2013 11:00;6.1;34.6;1.5;0.40;22.8;0.2;2.0;13.1;0.0;272.9
22.10.2013 12:00;11.5;31.5;1.9;0.40;23.9;0.1;1.8;15.3;0.0;477.6
22.10.2013 13:00;12.1;40.8;2.3;0.40;24.7;0.2;1.8;17.3;0.0;425.8
22.10.2013 14:00;10.5;46.4;1.8;0.30;25.4;0.1;1.7;17.9;0.0;247.2
22.10.2013 15:00;12.6;50.7;2.3;0.40;25.9;0.2;1.8;18.7;0.0;322.8
22.10.2013 16:00;10.8;55.0;2.4;0.40;29.6;0.2;2.0;19.4;0.0;203.5
22.10.2013 17:00;4.4;62.6;2.2;0.50;29.6;0.2;2.8;19.4;0.0;60.6
22.10.2013 18:00;1.8;67.5;2.2;0.90;28.2;0.4;3.4;17.3;0.0;1.6
22.10.2013 19:00;2.5;70.5;2.7;1.10;30.6;0.6;4.1;16.6;0.0;-2.9
22.10.2013 20:00;2.1;60.0;2.6;1.00;39.6;0.5;4.3;15.6;0.0;-2.9
22.10.2013 21:00;2.1;57.1;2.9;0.90;35.5;0.5;4.4;15.2;0.0;-2.9
22.10.2013 22:00;1.3;53.4;2.6;0.80;35.5;0.4;3.8;14.5;0.0;-2.9
22.10.2013 23:00;0.9;49.1;2.1;0.60;29.9;0.3;3.1;14.1;0.0;-2.7
23.10.2013 00:00;0.2;40.8;1.5;0.50;27.2;0.2;2.3;14.1;0.0;-2.8
23.10.2013 01:00;0.6;39.1;1.4;0.40;23.5;0.2;2.0;14.0;0.0;-2.4
23.10.2013 02:00;0.8;38.1;1.4;0.40;22.7;0.2;1.9;13.8;0.0;-1.8
23.10.2013 03:00;0.6;36.0;1.3;0.40;19.3;0.2;1.7;13.7;0.0;-1.8
23.10.2013 04:00;0.6;34.7;1.3;0.40;19.6;0.2;1.5;13.4;0.0;-1.5
23.10.2013 05:00;0.6;37.7;1.6;0.40;20.7;0.2;1.9;13.5;0.0;-1.3
23.10.2013 06:00;0.6;38.1;1.7;0.40;22.9;0.2;2.2;13.6;0.0;-1.4
23.10.2013 07:00;1.0;38.9;2.2;0.50;24.7;0.2;3.0;13.8;0.0;-1.3
23.10.2013 08:00;;;;0.30;26.3;0.1;1.7;16.2;0.0;14.0
23.10.2013 09:00;;33.3;1.5;0.20;16.4;0.1;0.7;16.7;0.0;36.9
23.10.2013 10:00;;62.2;5.5;;27.2;0.1;1.3;16.7;0.1;45.4
23.10.2013 11:00;;46.0;1.1;0.30;27.1;0.1;1.0;16.0;0.2;63.5
23.10.2013 12:00;;47.2;1.0;0.30;14.8;0.1;1.0;15.4;1.4;52.3
23.10.2013 13:00;;56.5;0.9;0.30;13.5;0.1;1.4;15.2;1.8;64.0
23.10.2013 14:00;;52.2;0.8;0.30;12.6;0.1;1.3;15.3;0.6;42.4
23.10.2013 15:00;23.6;54.4;0.8;0.30;11.6;0.1;1.2;15.1;3.9;28.6
23.10.2013 16:00;34.1;43.8;0.6;0.20;12.5;0.1;0.8;14.3;3.7;16.8
23.10.2013 17:00;40.7;39.4;0.5;0.20;9.4;0.1;0.7;13.9;2.4;5.0
23.10.2013 18:00;47.9;30.2;0.3;0.20;7.6;0.0;0.5;13.8;0.5;-0.8
23.10.2013 19:00;45.6;30.4;0.3;0.20;7.3;0.0;0.5;13.9;0.0;-1.9
23.10.2013 20:00;37.7;35.0;0.5;0.20;9.3;0.1;0.6;14.1;0.0;-2.4
23.10.2013 21:00;19.9;47.3;0.6;0.30;13.3;0.1;0.9;14.1;0.0;-1.9
23.10.2013 22:00;1.7;60.6;0.9;0.40;15.0;0.2;1.3;13.9;0.0;-1.5
23.10.2013 23:00;8.3;46.1;0.7;0.30;14.6;0.1;0.9;13.9;0.0;-1.7
24.10.2013 00:00;16.2;34.8;0.6;0.20;12.9;0.1;0.6;13.9;0.0;-1.4
24.10.2013 01:00;26.1;24.2;0.6;0.20;9.8;0.0;0.5;14.0;0.0;-1.2
24.10.2013 02:00;5.2;45.6;0.6;0.30;10.6;0.1;0.8;13.6;0.0;-1.5
24.10.2013 03:00;3.9;43.0;0.5;0.30;10.8;0.1;0.8;12.8;0.0;-2.6
24.10.2013 04:00;1.0;44.6;0.8;0.30;14.4;0.1;1.0;12.7;0.0;-2.1
24.10.2013 05:00;0.7;45.0;0.8;0.30;12.8;0.1;1.2;12.2;0.0;-2.5
24.10.2013 06:00;0.8;44.1;1.0;0.30;11.3;0.1;1.4;11.6;0.0;-2.5
24.10.2013 07:00;1.0;47.2;1.7;0.50;15.0;0.2;2.2;11.4;0.0;-2.0
24.10.2013 08:00;1.6;59.4;2.3;0.80;25.0;0.3;3.2;11.5;0.0;26.2
24.10.2013 09:00;2.6;58.5;1.7;0.50;27.2;0.2;2.6;12.0;0.0;78.4
24.10.2013 10:00;3.2;63.3;1.8;0.50;27.6;0.2;3.1;12.3;0.0;162.8
24.10.2013 11:00;5.0;61.0;1.9;0.50;33.8;0.2;2.9;12.8;0.0;294.4
24.10.2013 12:00;10.1;43.3;1.6;0.40;30.9;0.2;2.0;13.9;0.0;388.9
24.10.2013 13:00;14.6;43.0;1.7;0.30;20.2;0.1;1.5;14.9;0.0;472.8
24.10.2013 14:00;26.8;31.3;1.5;0.30;23.6;0.1;1.0;15.4;0.0;440.4
24.10.2013 15:00;19.5;36.4;1.9;0.30;17.6;0.1;1.1;16.3;0.0;350.6
24.10.2013 16:00;22.4;34.3;1.5;0.30;15.8;0.1;1.1;16.6;0.0;218.3
24.10.2013 17:00;25.9;34.0;0.9;0.30;13.5;0.1;0.9;16.2;0.0;74.4
24.10.2013 18:00;10.0;51.9;0.9;0.40;14.5;0.1;1.2;15.4;0.0;0.8
24.10.2013 19:00;13.9;44.3;0.5;0.30;16.7;0.1;1.1;14.2;0.0;-3.0
24.10.2013 20:00;1.9;56.6;1.3;0.60;18.6;0.2;1.9;14.0;0.0;-2.9
24.10.2013 21:00;1.8;53.1;2.0;0.60;24.7;0.3;2.3;13.4;0.0;-2.7
24.10.2013 22:00;1.6;50.5;2.4;0.70;24.9;0.3;2.3;12.9;0.0;-2.7
24.10.2013 23:00;1.4;46.9;1.6;0.50;22.4;0.2;2.1;12.4;0.0;-2.5
25.10.2013 00:00;1.1;45.1;1.2;0.50;20.5;0.2;2.0;11.8;0.0;-2.6
25.10.2013 01:00;1.0;39.8;1.0;0.50;21.4;0.2;1.9;11.0;0.0;-1.0
25.10.2013 02:00;0.7;37.3;0.6;0.40;16.5;0.1;1.4;10.8;0.0;-0.4
25.10.2013 03:00;0.6;34.9;0.5;0.30;12.8;0.1;1.1;10.8;0.0;-0.5
25.10.2013 04:00;1.1;34.3;0.4;0.30;13.9;0.1;1.0;11.2;0.0;-1.1
25.10.2013 05:00;2.1;34.1;0.5;0.30;15.5;0.1;0.9;11.6;0.0;-0.8
25.10.2013 06:00;4.0;30.8;0.4;0.30;13.3;0.1;0.7;11.7;0.0;-1.0
25.10.2013 07:00;2.0;34.2;0.5;0.30;13.7;0.1;0.8;11.9;0.0;-0.6
25.10.2013 08:00;2.1;35.0;0.6;0.30;14.0;0.1;1.0;12.2;0.0;13.3
25.10.2013 09:00;3.9;33.2;0.7;0.30;20.2;0.1;1.2;12.5;0.0;68.0
25.10.2013 10:00;10.7;31.8;1.0;0.40;20.0;0.1;1.3;13.3;0.0;335.7
25.10.2013 11:00;9.3;39.7;1.4;0.40;22.6;0.1;1.8;14.4;0.0;335.5
25.10.2013 12:00;9.3;36.4;1.4;0.40;24.1;0.1;1.6;15.5;0.0;294.4
25.10.2013 13:00;15.8;32.4;1.5;0.30;22.2;0.1;1.3;16.2;0.0;348.3
25.10.2013 14:00;18.8;32.1;1.6;0.30;18.4;0.1;1.2;17.3;0.0;362.7
25.10.2013 15:00;14.1;36.9;1.6;0.40;20.6;0.1;1.5;18.1;0.0;316.6
25.10.2013 16:00;10.4;44.2;1.3;0.40;25.5;0.1;1.6;18.0;0.0;164.8
25.10.2013 17:00;5.0;53.9;1.9;0.50;25.5;0.2;2.1;17.6;0.0;55.5
25.10.2013 18:00;1.6;55.2;1.5;0.50;25.2;0.2;2.1;16.6;0.0;0.7
25.10.2013 19:00;1.9;56.9;1.9;0.70;25.3;0.3;2.8;15.8;0.0;-2.6
25.10.2013 20:00;1.5;49.9;1.8;0.60;28.3;0.2;2.7;15.1;0.0;-2.6
25.10.2013 21:00;1.4;46.7;1.6;0.60;26.5;0.2;2.6;14.6;0.0;-2.7
25.10.2013 22:00;1.4;44.5;1.4;0.60;26.8;0.2;3.0;14.0;0.0;-2.7
25.10.2013 23:00;1.7;41.6;1.4;0.60;25.7;0.3;2.6;13.6;0.0;-2.6
26.10.2013 00:00;1.4;38.0;1.2;0.60;24.1;0.3;2.4;13.3;0.0;-2.6
26.10.2013 01:00;1.5;38.7;1.1;0.60;23.3;0.3;2.3;13.2;0.0;-2.5
26.10.2013 02:00;1.7;37.2;1.5;0.70;26.6;0.4;3.0;12.6;0.0;-2.5
26.10.2013 03:00;1.1;34.9;1.2;0.50;26.6;0.3;2.4;12.9;0.0;-2.6
26.10.2013 04:00;1.3;34.4;1.4;0.60;23.8;0.3;2.7;12.4;0.0;-2.4
26.10.2013 05:00;1.2;34.6;1.7;0.60;25.5;0.3;2.7;12.0;0.0;-2.5
26.10.2013 06:00;1.2;34.4;1.9;0.60;25.9;0.3;2.7;11.7;0.0;-2.5
26.10.2013 07:00;1.1;30.0;1.6;0.50;25.6;0.2;2.7;11.4;0.0;-1.8
26.10.2013 08:00;1.6;35.3;2.2;0.60;27.1;0.3;3.1;11.6;0.0;30.4
26.10.2013 09:00;3.1;34.1;1.9;0.50;21.9;0.2;1.9;12.7;0.0;131.8
26.10.2013 10:00;6.7;40.0;2.9;0.60;26.6;0.2;2.4;13.9;0.0;312.9
26.10.2013 11:00;17.9;27.5;2.2;0.30;22.1;0.1;0.9;15.1;0.0;324.3
26.10.2013 12:00;27.9;22.6;2.4;0.30;15.4;0.1;0.7;16.5;0.0;467.8
26.10.2013 13:00;33.3;22.0;2.1;0.30;13.4;0.1;0.7;17.8;0.0;432.4
26.10.2013 14:00;41.4;24.0;1.7;0.30;11.8;0.1;0.6;18.9;0.0;338.1
26.10.2013 15:00;36.4;30.1;1.5;0.30;13.6;0.1;0.7;18.5;0.0;213.1
26.10.2013 16:00;31.1;38.9;1.9;0.30;13.1;0.1;0.7;19.1;0.0;146.8
26.10.2013 17:00;28.5;40.1;1.6;0.40;13.3;0.1;0.9;18.6;0.0;58.6
26.10.2013 18:00;6.5;60.1;1.6;0.50;15.4;0.2;1.3;17.3;0.0;1.1
26.10.2013 19:00;1.7;64.5;2.0;0.70;18.2;0.3;2.1;16.2;0.0;-2.6
26.10.2013 20:00;2.5;59.2;1.9;0.80;22.2;0.4;2.6;15.6;0.0;-2.7
26.10.2013 21:00;2.6;55.2;2.0;0.80;31.1;0.4;3.2;15.0;0.0;-2.5
26.10.2013 22:00;2.5;53.0;2.4;0.80;29.3;0.4;3.2;14.7;0.0;-2.3
26.10.2013 23:00;1.8;49.1;1.9;0.70;31.4;0.4;2.8;14.4;0.0;-2.2
27.10.2013 00:00;1.4;44.3;1.7;0.60;24.6;0.3;2.0;14.0;0.0;-2.1
27.10.2013 01:00;2.0;45.1;1.8;0.70;25.6;0.4;2.4;14.0;0.0;-2.0
27.10.2013 02:00;0.8;39.8;1.5;0.50;24.4;0.2;2.5;13.6;0.0;-1.5
27.10.2013 03:00;1.0;39.9;1.6;0.50;22.5;0.2;2.2;14.0;0.0;-1.4
27.10.2013 04:00;0.5;35.2;1.2;0.40;20.3;0.1;1.3;14.5;0.0;-1.4
27.10.2013 05:00;1.6;39.0;1.3;0.40;17.0;0.2;1.4;14.9;0.0;-1.3
27.10.2013 06:00;14.8;34.0;1.2;0.30;19.7;0.1;1.0;15.3;0.0;-1.2
27.10.2013 07:00;13.8;36.6;1.1;0.30;12.9;0.1;0.9;15.0;3.1;-1.9
27.10.2013 08:00;50.8;12.4;0.6;0.20;15.8;0.0;0.3;15.2;1.9;5.9
27.10.2013 09:00;68.3;6.3;0.5;0.10;4.8;0.0;0.2;15.5;1.5;23.1
27.10.2013 10:00;73.6;6.3;0.4;0.10;1.5;0.0;0.2;15.4;1.7;43.6
27.10.2013 11:00;72.6;6.6;0.4;0.10;2.0;0.0;0.1;15.9;0.7;51.9
27.10.2013 12:00;69.3;6.3;0.5;0.10;2.1;0.0;0.2;16.2;0.2;159.9
27.10.2013 13:00;66.0;6.5;0.6;0.10;4.4;0.0;0.3;17.0;0.0;197.5
27.10.2013 14:00;60.8;9.5;0.8;0.20;5.7;0.0;0.3;18.0;0.0;172.2
27.10.2013 15:00;61.1;8.1;0.5;0.20;7.7;0.0;0.3;18.0;0.0;123.7
27.10.2013 16:00;58.7;9.6;0.4;0.20;11.0;0.0;0.4;17.6;0.1;75.3
27.10.2013 17:00;63.9;7.5;0.4;0.10;10.0;0.0;0.3;17.8;0.0;47.7
27.10.2013 18:00;67.1;7.0;0.4;0.10;7.5;0.0;0.2;17.8;0.0;-0.8
27.10.2013 19:00;67.0;8.2;0.4;0.10;7.8;0.0;0.2;18.1;0.0;-2.6
27.10.2013 20:00;67.2;8.2;0.4;0.10;5.4;0.0;0.2;18.2;0.0;-3.1
27.10.2013 21:00;69.0;9.2;0.5;0.20;8.4;0.0;0.3;18.3;0.0;-3.7
27.10.2013 22:00;49.5;20.4;0.7;0.20;10.0;0.1;0.4;17.0;0.0;-2.0
27.10.2013 23:00;40.3;21.5;0.6;0.20;6.7;0.1;0.4;15.8;0.0;-1.9
28.10.2013 00:00;39.4;23.9;0.6;0.20;9.5;0.1;0.5;15.4;0.0;-1.8
28.10.2013 01:00;49.8;14.7;0.5;0.20;7.6;0.0;0.3;15.9;0.0;-2.3
28.10.2013 02:00;65.5;4.8;0.5;0.10;8.9;0.0;0.2;17.2;0.0;-2.5
28.10.2013 03:00;66.2;4.4;0.4;0.10;5.4;0.0;0.2;17.5;0.0;-2.6
28.10.2013 04:00;63.3;5.8;0.5;0.10;7.5;0.0;0.2;17.1;0.0;-2.7
28.10.2013 05:00;49.1;10.2;0.6;0.10;7.8;0.0;0.3;15.9;0.0;-2.8
28.10.2013 06:00;37.7;10.7;0.5;0.10;8.7;0.0;0.3;15.0;0.0;-2.3
28.10.2013 07:00;21.8;26.8;0.6;0.20;9.5;0.0;0.5;14.8;0.0;-2.2
28.10.2013 08:00;12.6;40.7;0.8;0.20;9.7;0.1;0.8;15.0;0.0;11.1
28.10.2013 09:00;8.1;51.1;1.2;0.40;9.5;0.2;1.1;15.6;0.0;80.7
28.10.2013 10:00;37.3;33.4;1.3;0.20;18.4;0.1;0.7;18.2;0.0;270.5
28.10.2013 11:00;59.6;12.7;0.8;0.10;11.1;0.0;0.3;19.5;0.0;368.5
28.10.2013 12:00;55.1;17.0;0.8;0.20;12.7;0.0;0.4;19.8;0.0;273.5
28.10.2013 13:00;62.5;13.3;0.8;0.20;12.6;0.0;0.4;21.1;0.0;481.8
28.10.2013 14:00;70.3;12.6;0.7;0.10;6.8;0.0;0.3;22.3;0.0;425.1
28.10.2013 15:00;73.6;15.5;0.5;0.20;7.0;0.1;0.3;23.1;0.0;332.9
28.10.2013 16:00;81.5;14.4;0.4;0.20;12.5;0.0;0.3;23.1;0.0;206.8
28.10.2013 17:00;74.3;21.0;0.4;0.20;11.6;0.1;0.4;22.0;0.0;59.7
28.10.2013 18:00;68.8;22.9;0.6;0.20;8.4;0.1;0.5;20.8;0.0;-1.5
28.10.2013 19:00;57.6;24.6;0.7;0.20;10.6;0.1;0.6;17.9;0.0;-2.5
28.10.2013 20:00;55.6;20.8;0.7;0.20;13.0;0.1;0.5;17.0;0.0;-2.6
28.10.2013 21:00;50.0;20.5;0.5;0.20;10.7;0.1;0.4;16.1;0.0;-2.5
28.10.2013 22:00;47.7;19.8;0.4;0.20;11.0;0.0;0.4;15.4;0.0;-2.2
28.10.2013 23:00;52.4;15.0;0.4;0.20;6.2;0.0;0.2;14.6;0.0;-2.5
29.10.2013 00:00;58.4;10.4;0.2;0.10;4.4;0.0;0.2;13.2;4.8;-1.5
29.10.2013 01:00;65.0;9.3;0.1;0.10;6.0;0.0;0.1;11.6;4.1;-1.2
29.10.2013 02:00;62.2;10.8;0.1;0.10;7.2;0.0;0.1;11.4;4.1;-1.1
29.10.2013 03:00;64.6;8.5;0.1;0.10;4.7;0.0;0.1;11.0;2.7;-1.1
29.10.2013 04:00;67.3;7.4;0.2;0.10;3.3;0.0;0.1;10.6;2.6;-1.1
29.10.2013 05:00;74.6;5.0;0.1;0.10;2.8;0.0;0.0;10.1;3.7;-1.2
29.10.2013 06:00;74.3;5.2;0.1;0.10;3.0;0.0;0.1;10.1;3.3;-1.2
29.10.2013 07:00;65.9;13.2;0.2;0.10;4.2;0.1;0.1;10.1;1.1;-1.4
29.10.2013 08:00;63.4;15.8;0.2;0.10;3.4;0.0;0.2;10.5;0.0;7.6
29.10.2013 09:00;48.8;29.0;0.4;0.20;3.1;0.0;0.4;10.7;0.0;55.5
29.10.2013 10:00;45.7;31.3;0.5;0.20;3.5;0.1;0.5;11.0;0.0;149.8
29.10.2013 11:00;51.2;25.1;0.4;0.20;5.2;0.0;0.5;11.4;0.0;173.8
29.10.2013 12:00;60.6;15.7;0.5;0.20;5.7;0.0;0.3;12.1;0.0;334.2
29.10.2013 13:00;66.7;9.0;0.5;0.10;5.6;0.0;0.2;13.1;0.0;435.6
